Age,Gender,Height (cm),Weight (kg),Goal,Diet Recommendation,BMI,BMI Category,Food Recommendation,Exercise Recommendation,Hydration Recommendation,Sleep Recommendation
31,Male,183,66,Weight Loss,High Fiber,19.70796380901191,Normal weight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,"7-9 hours/night, consistent schedule"
56,Male,169,65,Maintain Weight,Balanced,22.758306781975424,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",3.3 L/day,7-9 hours/night
20,Male,172,84,Weight Loss,High Fiber,28.393726338561383,Overweight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 5x/week, Strength 3x/week",4.6 L/day,"7-9 hours/night, consistent schedule"
26,Male,178,61,Weight Gain,High Protein,19.252619618735007,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",4.1 L/day,7-9 hours/night
31,Male,155,69,Maintain Weight,Balanced,28.720083246618103,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",4.2 L/day,7-9 hours/night
57,Male,160,76,Weight Loss,High Fiber,29.6875,Overweight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 5x/week, Strength 3x/week",3.8 L/day,"7-9 hours/night, consistent schedule"
21,Female,205,92,Weight Gain,Carb Boost,21.89173111243308,Normal weight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.0 L/day,7-9 hours/night
37,Female,160,75,Maintain Weight,Balanced,29.296875,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.2 L/day,7-9 hours/night
26,Male,195,80,Weight Gain,High Protein,21.038790269559502,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",4.1 L/day,7-9 hours/night
52,Male,171,99,Weight Gain,High Protein,33.856571252693136,Obesity,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.7 L/day,7-9 hours/night
31,Male,162,66,Weight Gain,High Protein,25.14860539551897,Overweight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",4.2 L/day,7-9 hours/night
60,Male,181,89,Maintain Weight,Balanced,27.16644791062544,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.8 L/day,7-9 hours/night
54,Male,180,56,Weight Loss,High Fiber,17.28395061728395,Underweight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,"7-9 hours/night, consistent schedule"
15,Female,184,49,Weight Loss,Low Carb,14.473062381852552,Underweight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 3x/week, Strength 2x/week",3.0 L/day,8-10 hours/night
44,Male,153,67,Weight Gain,High Protein,28.621470374642232,Overweight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",4.2 L/day,7-9 hours/night
42,Female,163,72,Weight Gain,Carb Boost,27.09925100681245,Overweight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.2 L/day,7-9 hours/night
35,Male,170,92,Weight Gain,High Protein,31.83391003460208,Obesity,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.7 L/day,7-9 hours/night
36,Female,194,67,Maintain Weight,Balanced,17.802104368158147,Underweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",2.7 L/day,7-9 hours/night
42,Female,176,73,Maintain Weight,Balanced,23.56663223140496,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",2.7 L/day,7-9 hours/night
63,Male,179,88,Weight Gain,High Protein,27.46481071127618,Overweight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.8 L/day,7-9 hours/night
37,Female,182,76,Weight Loss,Low Carb,22.94408887815481,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 3x/week, Strength 2x/week",2.7 L/day,"7-9 hours/night, consistent schedule"
29,Male,179,97,Weight Loss,High Fiber,30.27371180674761,Obesity,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",4.1 L/day,"7-9 hours/night, consistent schedule"
59,Male,170,77,Weight Gain,High Protein,26.64359861591696,Overweight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.8 L/day,7-9 hours/night
49,Male,194,52,Weight Loss,High Fiber,13.81655861409289,Underweight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,"7-9 hours/night, consistent schedule"
54,Male,160,78,Maintain Weight,Balanced,30.46875,Obesity,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.7 L/day,7-9 hours/night
55,Male,189,65,Weight Loss,High Fiber,18.19657904313989,Underweight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,"7-9 hours/night, consistent schedule"
49,Male,176,88,Maintain Weight,Balanced,28.40909090909091,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",4.2 L/day,7-9 hours/night
50,Female,149,95,Weight Loss,Low Carb,42.790865276338906,Obesity,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 3x/week, Strength 2x/week",2.7 L/day,"7-9 hours/night, consistent schedule"
34,Male,176,77,Maintain Weight,Balanced,24.857954545454547,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,7-9 hours/night
43,Male,171,65,Weight Loss,High Fiber,22.229061933586404,Normal weight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,"7-9 hours/night, consistent schedule"
42,Male,163,74,Weight Loss,High Fiber,27.85200797922391,Overweight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 5x/week, Strength 3x/week",4.2 L/day,"7-9 hours/night, consistent schedule"
45,Male,204,87,Maintain Weight,Balanced,20.90542099192618,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,7-9 hours/night
37,Male,148,75,Maintain Weight,Balanced,34.240321402483566,Obesity,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.7 L/day,7-9 hours/night
41,Female,178,89,Maintain Weight,Balanced,28.08988764044944,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.2 L/day,7-9 hours/night
39,Male,169,87,Weight Loss,High Fiber,30.46111830818249,Obesity,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,"7-9 hours/night, consistent schedule"
38,Female,163,89,Weight Loss,Low Carb,33.49768527230984,Obesity,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 3x/week, Strength 2x/week",2.7 L/day,"7-9 hours/night, consistent schedule"
69,Male,179,82,Weight Gain,High Protein,25.592209980961893,Overweight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.8 L/day,7-8 hours/night
21,Female,167,68,Weight Gain,Carb Boost,24.38237297859371,Normal weight,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.0 L/day,7-9 hours/night
22,Male,171,65,Weight Gain,High Protein,22.229061933586404,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",4.1 L/day,7-9 hours/night
59,Female,154,76,Weight Gain,Carb Boost,32.04587620172036,Obesity,"{'Breakfast': 'Whole grain toast with avocado and scrambled eggs', 'Lunch': 'Pasta with lean ground turkey and vegetables', 'Dinner': 'Stir-fried tofu with mixed veggies and sweet potatoes'}","Strength 4-5x/week, Moderate Cardio 2x/week",2.4 L/day,7-9 hours/night
45,Female,189,72,Weight Loss,Low Carb,20.15621063240111,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 3x/week, Strength 2x/week",2.7 L/day,"7-9 hours/night, consistent schedule"
55,Male,171,86,Weight Gain,High Protein,29.410758865975858,Overweight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",4.2 L/day,7-9 hours/night
56,Male,164,78,Weight Gain,High Protein,29.000594883997625,Overweight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.8 L/day,7-9 hours/night
43,Male,156,90,Weight Loss,High Fiber,36.98224852071006,Obesity,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,"7-9 hours/night, consistent schedule"
38,Male,167,70,Maintain Weight,Balanced,25.099501595611173,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",4.2 L/day,7-9 hours/night
20,Male,186,81,Maintain Weight,Balanced,23.41311134235172,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",4.1 L/day,7-9 hours/night
40,Female,174,77,Maintain Weight,Balanced,25.43268595587264,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.2 L/day,7-9 hours/night
44,Female,185,76,Weight Loss,Low Carb,22.20598977355733,Normal weight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 3x/week, Strength 2x/week",2.7 L/day,"7-9 hours/night, consistent schedule"
54,Male,175,82,Maintain Weight,Balanced,26.77551020408164,Overweight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",4.2 L/day,7-9 hours/night
16,Male,170,68,Maintain Weight,Balanced,23.529411764705884,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",4.1 L/day,8-10 hours/night
54,Male,171,85,Weight Loss,High Fiber,29.06877329776684,Overweight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 5x/week, Strength 3x/week",4.2 L/day,"7-9 hours/night, consistent schedule"
41,Female,160,80,Weight Loss,Low Carb,31.25,Obesity,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 3x/week, Strength 2x/week",2.7 L/day,"7-9 hours/night, consistent schedule"
42,Male,173,65,Weight Loss,High Fiber,21.71806608974573,Normal weight,"{'Breakfast': 'Chia pudding with berries and a sprinkle of flaxseeds', 'Lunch': 'Lentil soup with a side of mixed vegetable salad', 'Dinner': 'Stuffed bell peppers with quinoa, beans, and veggies'}","Cardio 3x/week, Strength 2x/week",3.7 L/day,"7-9 hours/night, consistent schedule"
35,Female,157,71,Weight Loss,Low Carb,28.80441397216925,Overweight,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Cardio 5x/week, Strength 3x/week",3.2 L/day,"7-9 hours/night, consistent schedule"
45,Male,151,71,Weight Gain,High Protein,31.13898513223104,Obesity,"{'Breakfast': 'Smoothie with protein powder, banana, and spinach', 'Lunch': 'Grilled veggie wrap with hummus', 'Dinner': 'Vegetable stir-fry with tofu and brown rice'}","Strength 4-5x/week, Moderate Cardio 2x/week",3.7 L/day,7-9 hours/night
59,Female,182,66,Maintain Weight,Balanced,19.925129815239703,Normal weight,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 3x/week, Strength 2x/week",2.4 L/day,7-9 hours/night
46,Male,161,87,Maintain Weight,Balanced,33.56351992592878,Obesity,"{'Breakfast': 'Oatmeal with fruits and nuts', 'Lunch': 'Grilled chicken salad with mixed greens and quinoa', 'Dinner': 'Salmon with steamed vegetables and brown rice'}","Cardio 4x/week, Strength 3x/week",3.7 L/day,7-9 hours/night
